id,title,description,fileType,fileSize,url,directUrl,thumbnail,verified,views,createdAt,updatedAt,userId,likeCount,dislikeCount,featured
2vpk8o2uhfp901kexngewlxzr,Kerala village wife with stunning boobs giving blowjob and fucking,Check out this leaked xxx video of a mallu village wife Shubha with her husband. The sexy Kerala lady was having a great urge to have sex that she grabs and begins to suck her husband's dick even before he asks her to do it. The intense blowjob was all that the husband needed to get his dick hard as a rock to bang his Malayali village wife. The south Indian bhabhi quickly gets on top of the sharp and pointy dick of her partner and starts bouncing her sex-hungry pussy on it like crazy. The hubby meanwhile lays back and sucks and drinks from his mallu wife's big boobs and enjoys the intercourse.,video/mp4,null,https://cdn.desitales2.com/0/987/987.mp4,https://cdn2.videy.co/L83DOq0U1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/0/987/320x180/1.jpg,TRUE,4200000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,278888,112164,FALSE
2124cjmochd2qvtavs8mphwyn,"Mallu girl tight pussy drilling by bf, moans loudly for harder fuck","The Kerala girl Neetu's boyfriend pays her a surprise visit at her house when her brother and parents are not home. After arousing with some intimate kissing and cuddling, the guy leads his mallu girlfriend on to sex and promises it to be very quick. After making his young girlfriend bend in doggy style, the south Indian bf penetrates her tight pussy with some difficulty and starts thrusting harder. He also spanks her smooth ass in between. The Malayali girl Neetu moans in pain and pleasure and to her boyfriend's surprise, even asks him to fuck her harder in the height of passion and pleasure.",video/mp4,null,https://cdn.desitales2.com/1000/1004/1004.mp4,https://cdn2.videy.co/D3EZbHHC1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1004/320x180/1.jpg,TRUE,4200000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,303825,62583,FALSE
2spl9q8txkorhbroay32m9tsp,"Mature Kerala aunty with big, saggy boobs first time cowgirl sex","The mature aunty from Kerala and her neighbour are having a secret fling when the aunty's husband wasn't home. The neighbour guides the busty mature married woman with big boobs to lower her pussy on his dick and ride it nicely. After some initial hiccups, the saggy-boobed mallu aunty gets the hang of the cowgirl-style sex and starts thrusting her pussy harder and deeper over her neighbour's dick to gain sexual pleasure.",video/mp4,null,https://cdn.desitales2.com/1000/1005/1005.mp4,https://cdn2.videy.co/ZGQlTZCW1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1005/320x180/1.jpg,TRUE,2600000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,222645,14660,FALSE
2nmntp2tgzfdda136c3sd9shs,Busty Kerala aunty Suma secret sex with husband's friend,"The busty aunty Suma from Kerala gets a surprise visit from her secret bf who was none other than her husband's friend after her husband and kids left home. The mallu aunty didn't initially like the idea of having sex in her house with him, but the guy managed to convince her that it would be quick. As she hasn't had intercourse with her husband for many months now, the south Indian married aunty finally agrees and her husband's friend turns into a beast immediately after that. The guy makes full use of this opportunity and fucks his friend's chubby Malayali wife as hard as he can, giving her unmatched pleasure which she was craving.",video/mp4,null,https://cdn.desitales2.com/1000/1032/1032.mp4,https://cdn2.videy.co/q2mj6gUp1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1032/320x180/1.jpg,TRUE,4200000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,257135,70653,FALSE
2ea5xmrv9t9ofej0b4329x2kl,Boss's cheating mallu second wife humped hard in a resort,"This lucky employee guy managed to seduce his boss's second wife who was very younger than the boss and wasn't getting satisfied by him in bed. And once when the boss leaves for a 2 weeks foreign trip, the secret lovers check into a resort in Goa near the beach to enjoy 2 days of pure sex and nothing else! The guy gets into action straightaway with his boss's beautiful mallu wife as he holds her one leg, and humps her pussy hard and fast to impress her. In between the banging, he squeezes his employer's wife's lovely boobs and also sucks them hard with passion before switching to doggy position. The Kerala bhabhi who wanted hard and long drilling was totally satisfied within the first hour of her sex with her husband's office employee.",video/mp4,null,https://cdn.desitales2.com/1000/1043/1043.mp4,https://cdn2.videy.co/sAuLmUrR1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1043/320x180/1.jpg,TRUE,4000000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,158094,30498,FALSE
2xxqlg8gj7t46f1l1rv2dgu28,Kerala girl Safa sexy boobs squeezed and pussy fucked mms,Watch the 20-year-old mallu girl Safa having sex with her neighbour who is also her lover when her parents were not home. The young Kerala girlfriend was shy at first as her bf was filming the session. But she later agrees and takes out her sexy mallu boobs from her top so that her guy can squeeze and play with them while he drilled her tight pussy inside her bedroom.,video/mp4,null,https://cdn.desitales2.com/1000/1061/1061.mp4,https://cdn2.videy.co/miJIpoL91.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1061/320x180/1.jpg,TRUE,4200000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,51899,45255,FALSE
2ort6uz99mx57zadob7vgp1ov,Busty mallu wife Riya painful cock riding NRI husband mms,"The busty Kerala wife Riya's NRI husband had come home after 2.5 years and he didn't want the night to pass without fucking his wife. The hubby fucks his south Indian wife several times, giving her multiple orgasms. In the end, the nude mallu bhabhi came over to her partner as per his wish, inserts his still-hard dick into her tight pussy, and rides it sensually. The tight pussy fucking makes the beautiful Kerala housewife moan in both pain and pleasure.",video/mp4,null,https://cdn.desitales2.com/1000/1069/1069.mp4,https://cdn2.videy.co/GOhyMWel1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1069/320x180/1.jpg,TRUE,4000000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,216272,49148,FALSE
25pmad9invccwhno3p8s1ldwh,Horny mallu aunty pussy licked & fucked well by uncle (Full video),"The busty Kerala aunty and her husband were having some guests who were staying over for a week with them. And finally, when they left after a week, the husband uncle was in full mood to bang his wife. Without wasting time, the mallu aunty was made naked and pushed to the bed by the uncle who then licks her pussy thoroughly. The south Indian married aunty couldn't hide showing the pleasure on her face during the oral sex. After the pussy pleasuring with his tongue, the bald middle-aged uncle fucks the Malayali aunty with all the energy he had and enjoys the night fully.",video/mp4,null,https://cdn.desitales2.com/1000/1083/1083.mp4,https://cdn2.videy.co/mMmP0HQn1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1083/320x180/1.jpg,TRUE,4600000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,183646,6720,FALSE
2cv0zvf49u9bxqd4octnheu3d,Cute and shy Kerala wife Deepa first time blowjob mms clip,"The beautiful mallu girl Deepa got married recently and was still new to many things when it came to sex. The young wife's husband wanted to experience a blowjob from her. After showing her some BJ porn clips, the guy encourages the married girl to suck his dick. The shy south babe finally grabs her husband's hard dick in her hand and then slowly sucks it to give an amateur first-time blowjob to her partner. Even though there were some hurdles in the beginning, her hubby was sure that his cute Keralite wife will master the cock-sucking art soon with some practice.",video/mp4,null,https://cdn.desitales2.com/1000/1084/1084.mp4,https://cdn2.videy.co/P3zYGG2s1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1084/320x180/1.jpg,TRUE,4600000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,74678,5122,FALSE
2v6i8xf6wz1djesmtcc7vvtby,Busty mallu aunty giving blowjob and riding dick of husband,"The Kerala aunty and her husband got back home after a party. Her husband who was in a horny mood rubs on the naked aunty's shaved pussy continuously which soon arouses her. The south Indian aunty reciprocates her husband's passion by taking his hard cock in her mouth and sucking it deeply. After some time, when she feels her pussy has started oozing precum, the mallu married aunty climbs on her lying husband and rides his fully hard cock with her pussy and enjoys the hot sex.",video/mp4,null,https://cdn.desitales2.com/1000/1122/1122.mp4,https://cdn2.videy.co/2k8U4Vx91.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1122/320x180/1.jpg,TRUE,2600000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,66919,25539,FALSE
2s0m48n83a457y72fjejtkgr2,Shy mallu girl Nayana getting sexy cum-facial from lover,"The nude, Kerala girl Nayana was afraid she might get pregnant if her lover cummed inside her pussy. So she asks her bf to cum outside her during the sex as there was no condom. Her slightly disappointed boyfriend finally agrees. When he reaches the climax while fucking the south Indian girl, he quickly takes out his dick from her pussy and shoots his thick cum on the mallu girlfriend's face and hair, giving her a cum-facial.",video/mp4,null,https://cdn.desitales2.com/1000/1144/1144.mp4,https://cdn2.videy.co/Yj1gqbpy1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1144/320x180/1.jpg,TRUE,4200000,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,180651,324378,FALSE
2uw9lh4llfqqt509ldbc2kqq2,Vulnerable mallu bhabhi seduced and fucked by brother's friend,"Watch this hot sex scene from Malayalam adult web series 'Dhaham' where the pervert guy is looking to score the married sister of his friend. Unexpectedly, he gets a chance and manages to seduce the sexy mallu bhabhi in saree and then enjoys her in bed. The Kerala housewife initially felt guilty to cheat on her husband, but the stubborn guy excites her sexually and she loses all her control. The south Indian bhabhi fucks her brother's friend passionately in the bed even though the guy was much younger than her.",video/mp4,null,https://cdn.desitales2.com/0/778/778.mp4,https://cdn.desitales2.com/0/778/778.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/0/778/320x180/5.jpg,TRUE,4000000,2026-06-24 12:18:49,2026-06-24 12:18:49,4caa7320-10b6-48e6-bd14-81623adb664c,258283,199549,FALSE
268rmpif66hk7n1azr4vsk4wa,Hot figure mallu bhabhi hard fucked by customer in xxx short film,Check out this instant dick-grabber adult short film scene where a horny north Indian guy looking to fuck a whore hits the jackpot when he gets a mallu bhabhi to please him. They soon realize that sex and lovemaking have no language barrier. The customer guy licks the south Indian bhabhi's pussy to bring her to the mood which was followed by a hard banging from behind in the doggy position. The mallu slut enjoys the foreplay and the main sex to the fullest that she even gets on top of her customer and rides his dick till both of them climax in this xxx short film.,video/mp4,null,https://cdn.desitales2.com/1000/1037/1037.mp4,https://cdn.desitales2.com/1000/1037/1037.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1037/320x180/1.jpg,TRUE,4000000,2026-06-24 12:18:49,2026-06-24 12:18:49,4caa7320-10b6-48e6-bd14-81623adb664c,53041,26116,FALSE
23a20nbpsg4i4mqsxkivrg2ll,Cute mallu girl aroused & fucked inside tent web series scene,"Check out the uncut xxx-rated web series scene where two Kerala lovers go to a mountain to enjoy a romantic time. There the boyfriend who liked the romantic ambiance around him, slowly arouses his girlfriend too after setting up a tent. The passionate lovers soon go inside the tent where the guy squeezes and sucks the naked mallu girl's round boobs. The bf also licks the south Indian babe's horny pussy before making her come over and ride his dick and drive both of them to heavenly orgasms.",video/mp4,null,https://cdn.desitales2.com/1000/1154/1154.mp4,https://cdn.desitales2.com/1000/1154/1154.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1154/320x180/1.jpg,TRUE,3700000,2026-06-24 12:18:49,2026-06-24 12:18:49,4caa7320-10b6-48e6-bd14-81623adb664c,356703,192585,FALSE
21fbryi9a6ywwroluhgubvst5,Mallu couple Vaishnavy and Sharun roleplaying maid-master sex,"The young couple from Kerala's homemade video of a sensual role-play sex. The sexy wife playing the role of a mallu maid tempts her master with her hot, curvy body while mopping the floor. The guy who was unable to resist after watching the servant closely, soon starts getting sensual with her. He slowly removes the maid's clothes and buries his face on the servant's pussy to lick and pleasure it. The south Indian servant's boobs are then tightly squeezed and pussy is fucked hard on the bed by her master, making her moan loudly in completely overwhelming sexual pleasure.",video/mp4,null,https://cdn.desitales2.com/1000/1225/1225.mp4,https://cdn.desitales2.com/1000/1225/1225.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1225/320x180/1.jpg,TRUE,3700000,2026-06-24 12:18:49,2026-06-24 12:18:49,4caa7320-10b6-48e6-bd14-81623adb664c,56319,8100,FALSE
2h25fe8tkt6h992r52yungf2j,Kerala PG student Rekha sucking dick and fucked for extra marks,The busty Kerala PG student desperately needed more internal marks in one of the subjects to pass the exams. She knew that her lecturer had an eye on her and decided to utilize his weakness. She went to his place which wasn't far from her house. There the mallu PG scholar lady plays with and sucks her teacher's dick nicely to please him sexually and get what she wanted. The horny college lecturer didn't stop there as he made full use of the situation to fuck his busty south Indian post-graduate student hard in cowgirl and missionary positions.,video/mp4,null,https://cdn.desitales2.com/1000/1227/1227.mp4,https://cdn2.videy.co/8MIUzibv1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/1000/1227/320x180/1.jpg,TRUE,3200000,2026-06-24 12:18:49,2026-06-24 12:18:49,4caa7320-10b6-48e6-bd14-81623adb664c,110361,184284,FALSE
cmqo07wxe000vuw54tq454qnb,Mallu hotel guest manager's hot deep-throat blowjob & intense sex,"Watch the Mallu hotel guest relations manager's steamy sex video with lover. The beautiful babe jerks off her bf's thick dick at first and then slowly puts it in her mouth. As she gets more aroused by the feeling of the thick tool in her mouth, she blows it intensely and deep-throats it to make her guy moan in enormous pleasure. The slightly chubby, South Indian girl is then fucked hard and loud in missionary and doggy positions in this video. ",video/mp4,0,https://cdn.videy.co/brYa6DeC1.mp4,https://cdn.videy.co/brYa6DeC1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/3000/3307/320x180/1.jpg,TRUE,1400001,2026-06-21 16:31:48,2026-06-21 16:31:54,4caa7320-10b6-48e6-bd14-81623adb664c,131232,126528,FALSE
cmqnzmvpu000nuw54q89ah2ia,Amateur mallu girl's intense standing carry fuck & loud moaning,"The sexually inexperienced mallu girl getting a hardcore banging from her new boyfriend at his place late night. The 20-year-old, amateur Kerala girl almost naked except for her bra, is lifted from the bed and then fucked hard in standing carry position by her extremely horny and super strong lover. After an intense lift fuck, the South Indian guy puts his GF back in bed and then drills her tight pussy wildly, making the young Malayali girl moan loudly in this mallu bf-gf sex mms.",video/mp4,0,https://cdn.videy.co/99TkVhnT1.mp4,https://cdn.videy.co/99TkVhnT1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/3000/3250/320x180/1.jpg,TRUE,1000000,2026-06-21 16:15:27,2026-06-21 16:15:30,4caa7320-10b6-48e6-bd14-81623adb664c,79572,24978,FALSE
cmqnzhd8a000huw54euivh5bz,Dusky Kerala maid's big boobs and long nipples sucking,"The dusky mallu maid having a secret affair with her employer is taken to his bedroom on a day his wife wasn't home. The married man couldn't hold back for too long after the South Indian servant got fully naked with him on the bed. He grabs the married Kerala maid's big boobs and sucks them one by one. The South Indian man also licks and sucks the dark, long sexy nipples of the servant taking her to the peak of pleasure from the boobs sucking, in this video.",video/mp4,null,https://cdn.videy.co/eePTEqmW1.mp4,https://cdn.videy.co/eePTEqmW1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/3000/3268/320x180/1.jpg,TRUE,1100003,2026-06-21 16:11:09,2026-06-23 01:35:16,4caa7320-10b6-48e6-bd14-81623adb664c,20105,59852,FALSE
2h14upcbsmcfywezf940x1xfk,Cheating Kerala housewife chechi pounded hard by father-in-law,"This mallu housewife chechi who was an NRI wife was feeling so horny after not getting carnal pleasure for 3+ years. Her husband was least interested in coming home from abroad. The big boobs Kerala married woman's father-in-law makes use of this opportunity to seduce her with his solid and well-built body and finally, when the mother-in-law was not home, the mallu housewife invites her husband's father to her bedroom.The mature man who also hasn't had sex for many years, couldn't control himself and fucks his son's wife's still-tight pussy as hard as he can with his thick dick. The Malayali wife's big boobs shake sexily every time the man thrust hard into her. The south Indian chechi keeps telling her FIL to fuck her gently, but he kept pounding her really hard till he cummed inside her.",video/mp4,null,https://cdn.desitales2.com/0/700/700.mp4,https://cdn2.videy.co/p69CHduf1.mp4,https://www.desitales2.com/videos/contents/videos_screenshots/0/700/320x180/1.jpg,TRUE,7500002,2026-06-24 12:18:11,2026-06-24 12:18:11,4caa7320-10b6-48e6-bd14-81623adb664c,23979,156255,FALSE
2kdlp1zdzwltho1b7vsl9orwt,Mathews and Anashwara,null,image/png,null,https://i.ibb.co/X2BmWBG/Pics-Art-01-16-10-35-33.png,https://i.ibb.co/X2BmWBG/Pics-Art-01-16-10-35-33.png,null,TRUE,5840,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,292,64,FALSE
2lod9b1tsfnhstpi4h8ijz47g,Sonam Kapoor Fakes by hr77777  img17,null,image/jpg,null,https://i.ibb.co/KckHbbDg/Snapshot.jpg,https://i.ibb.co/KckHbbDg/Snapshot.jpg,null,TRUE,171595,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,7986,13332,FALSE
27rxsnyvxlt5xb96qat0zyntw,Sonam Kapoor Fakes by hr77777  img18,null,image/jpg,null,https://i.ibb.co/YTXBmypn/Snapshot-5.jpg,https://i.ibb.co/YTXBmypn/Snapshot-5.jpg,null,TRUE,14428,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,1051,45,FALSE
2gcd5o5josas9rk9vy34jj8mo,Sonam Kapoor Fakes by hr77777  img19,null,image/jpg,null,https://i.ibb.co/hRb3QSg5/Snapshot-4.jpg,https://i.ibb.co/hRb3QSg5/Snapshot-4.jpg,null,TRUE,2359650,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,48909,38865,FALSE
2kpgx09x1im5v3xudhcx6kfz7,JANHVI KAPOOR Desifakes.net by hr77777,null,image/gif,null,https://i.ibb.co/pBYDtwnJ/J2-1.gif,https://i.ibb.co/pBYDtwnJ/J2-1.gif,null,TRUE,39608,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,2125,1075,FALSE
2jaoddqh3hhylat6t133o7o1p,Lissy priyadarshan and mohanlal,null,image/png,null,https://i.ibb.co/QPbjsPN/Pics-Art-01-23-10-02-02.png,https://i.ibb.co/QPbjsPN/Pics-Art-01-23-10-02-02.png,null,TRUE,18678,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,1276,1130,FALSE
28mqaqj7yqj6t0n9iz0mayfbc,JANHVI KAPOOR Desifakes.net by hr77777,null,image/gif,null,https://i.ibb.co/fz4DF4xd/J8-1.gif,https://i.ibb.co/fz4DF4xd/J8-1.gif,null,TRUE,80,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,4,2,FALSE
2ksr6x04nmh470x5f9mwmhl62,Mrunal Thakur Desifakes.net by hr77777  img10,null,image/gif,null,https://i.ibb.co/v4rRSpb0/m-1-1.gif,https://i.ibb.co/v4rRSpb0/m-1-1.gif,null,TRUE,185542,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,11714,12153,FALSE
29y1k3meb79va4haecy5wnpv1,Mrunal Thakur Desifakes.net by hr77777  img15,null,image/gif,null,https://i.ibb.co/Jjkcs698/m-3-1.gif,https://i.ibb.co/Jjkcs698/m-3-1.gif,null,TRUE,135165,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,3430,3063,FALSE
2uadqepxbf480lu6f9a6ybov4,Mrunal Thakur Desifakes.net by hr77777  img21,null,image/gif,null,https://i.ibb.co/ymmW3rXF/m-6-1.gif,https://i.ibb.co/ymmW3rXF/m-6-1.gif,null,TRUE,706850,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,33125,50698,FALSE
2l3eun9st2yfqt6lqplycickz,Priyanka Chopra Desifakes.net by hr77777  img13,null,image/gif,null,https://i.ibb.co/4ZzKvdGp/p-2-1.gif,https://i.ibb.co/4ZzKvdGp/p-2-1.gif,null,TRUE,2185033,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,76703,101043,FALSE
2furoks3b2ijycsvuuhwz4e6x,deepika loves bbc,null,image/jpg,null,https://i.ibb.co/hx7DQxQC/Picsart-25-07-15-00-35-35-356.jpg,https://i.ibb.co/hx7DQxQC/Picsart-25-07-15-00-35-35-356.jpg,null,TRUE,31869,2026-06-24 08:29:37,2026-06-24 08:29:37,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,2005,726,FALSE
24d6qpnhec385n4pb2tjxfqf3,slutty tammu,null,image/jpg,null,https://i.ibb.co/KpCVN7DR/Picsart-25-07-15-05-05-49-720.jpg,https://i.ibb.co/KpCVN7DR/Picsart-25-07-15-05-05-49-720.jpg,null,TRUE,3429299,2026-06-24 08:29:37,2026-06-24 08:29:37,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,227428,218590,FALSE
266fo4r0fly7adp997gbzkuwv,Prithiviraj and Suhasini,null,image/png,null,https://i.ibb.co/Q6xz3VM/Pics-Art-01-19-08-38-19.png,https://i.ibb.co/Q6xz3VM/Pics-Art-01-19-08-38-19.png,null,TRUE,12676,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,1101,45,FALSE
2da3eyr24b9kssq3r81unpjq7,Mohanlal and sumalatha,null,image/png,null,https://i.ibb.co/PxFYdWz/Pics-Art-12-07-02-57-45.png,https://i.ibb.co/PxFYdWz/Pics-Art-12-07-02-57-45.png,null,TRUE,12943,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,491,116,FALSE
2s9nf0k2mc5bmza0zmf3pcx4n,Dileep and Vani vishwanath,null,image/png,null,https://i.ibb.co/gDSq1Wr/Pics-Art-01-19-11-22-52.png,https://i.ibb.co/gDSq1Wr/Pics-Art-01-19-11-22-52.png,null,TRUE,3190921,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,23184,48317,FALSE
2cxibn401z7mwod3gruxsqlht,Thaneer mathan dinangal,null,image/png,null,https://i.ibb.co/Gdt1Dj4/Pics-Art-01-20-12-43-05.png,https://i.ibb.co/Gdt1Dj4/Pics-Art-01-20-12-43-05.png,null,TRUE,431564,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,43005,9314,FALSE
2tvgrs5gj03eyidp4vvc0svl1,Santhosh pandit with Namitha Pramod,null,image/png,null,https://i.ibb.co/SmZfdZ2/Pics-Art-01-20-07-57-18.png,https://i.ibb.co/SmZfdZ2/Pics-Art-01-20-07-57-18.png,null,TRUE,2199744,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,76034,53254,FALSE
2vh3tpq1nxk4xzvlxqndv6rrs,JANHVI KAPOOR Desifakes.net by hr77777,null,image/jpg,null,https://i.ibb.co/VbM1wwG/Snapshot-18.jpg,https://i.ibb.co/VbM1wwG/Snapshot-18.jpg,null,TRUE,25911,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,241,2082,FALSE
2fpwdq5zgepnlougi0n0ht7ze,JANHVI KAPOOR Desifakes.net by hr77777,null,image/jpg,null,https://i.ibb.co/SwWpkdfB/Snapshot-18.jpg,https://i.ibb.co/SwWpkdfB/Snapshot-18.jpg,null,TRUE,298985,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,19838,28052,FALSE
2xb7q1lsqar9q037826d550i1,Deepika padukone busty queen,null,image/jpg,null,https://i.ibb.co/PvFmyfSw/Picsart-25-07-15-05-18-31-714.jpg,https://i.ibb.co/PvFmyfSw/Picsart-25-07-15-05-18-31-714.jpg,null,TRUE,9625,2026-06-24 08:29:37,2026-06-24 08:29:37,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,78,191,FALSE
2j6c5ryqogm2yuz85cvn9a7ns,Untitled,null,image/jpg,null,https://i.ibb.co/SB7hTwq/20230724-195439.jpg,https://i.ibb.co/SB7hTwq/20230724-195439.jpg,null,TRUE,2498785,2026-06-24 08:29:37,2026-06-24 08:29:37,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,100237,162721,FALSE
288pdge9zpbwhv7xi4utbgioi,Sonam Kapoor Fakes by hr77777  img1,null,image/jpg,null,https://i.ibb.co/BVBSdzN2/Snapshot-19.jpg,https://i.ibb.co/BVBSdzN2/Snapshot-19.jpg,null,TRUE,1102221,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,50213,58,FALSE
2eclk2cyqvtl4uql33l1m5irg,Priyanka Chopra Desifakes.net by hr77777  img10,null,image/jpg,null,https://i.ibb.co/yc0xx0Pk/Snapshot-2.jpg,https://i.ibb.co/yc0xx0Pk/Snapshot-2.jpg,null,TRUE,1497076,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,142691,90946,FALSE
2ghoczqpe7qgg4kepxax9f8yu,JANHVI KAPOOR Desifakes.net by hr77777,null,image/gif,null,https://i.ibb.co/9kBLRNn4/J6-1.gif,https://i.ibb.co/9kBLRNn4/J6-1.gif,null,TRUE,794760,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,4683,12881,FALSE
2u30d2h3x1rsfwhf38ayu44iq,Pooja hegde slutty,null,image/jpg,null,https://i.ibb.co/Rp8bGF98/Picsart-25-07-15-00-04-46-188.png,https://i.ibb.co/Rp8bGF98/Picsart-25-07-15-00-04-46-188.png,null,TRUE,789342,2026-06-24 08:29:37,2026-06-24 08:29:37,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,32284,18356,FALSE
24bdzau4qeu4pg4qcp3nq1788,Drishyam  ,null,image/png,null,https://i.ibb.co/wNBBL0f/Pics-Art-01-21-12-58-24.png,https://i.ibb.co/wNBBL0f/Pics-Art-01-21-12-58-24.png,null,TRUE,2085128,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,53347,114994,FALSE
22b371la3xq6c915f9xu5h9r0,Drishyam,null,image/png,null,https://i.ibb.co/wNBBL0f/Pics-Art-01-21-12-58-24.png,https://i.ibb.co/wNBBL0f/Pics-Art-01-21-12-58-24.png,null,TRUE,325663,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,16817,1930,FALSE
241j7enwtbib797qvjwenfvey,Drishyam 2 Making,null,image/png,null,https://i.ibb.co/n0gcs64/Pics-Art-01-20-08-01-18.png,https://i.ibb.co/n0gcs64/Pics-Art-01-20-08-01-18.png,null,TRUE,514099,2026-06-24 06:40:48,2026-06-24 06:40:48,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,11770,50888,FALSE
2r72vnntwo76ep2ljbzqlvs9b,Sonam Kapoor Fakes by hr77777  img20,null,image/jpg,null,https://i.ibb.co/R4CPQ3cN/Snapshot-3.jpg,https://i.ibb.co/R4CPQ3cN/Snapshot-3.jpg,null,TRUE,214,2026-06-24 07:42:55,2026-06-24 07:42:55,ac5d34e1-45d9-4f7e-b59d-47fc95b6bf8b,7,2,FALSE
